DWA ID,DWA Title,FSHC_Rating
4.A.3.a.1.I03.D05,Clean work areas.,1
4.A.3.a.1.I03.D06,Clean facilities or equipment.,1
4.A.3.a.1.I03.D07,Clean patient rooms or patient treatment rooms.,1
4.A.3.a.1.I03.D08,Sterilize food cooking or processing equipment.,2
4.A.3.a.1.I03.D09,Clean facilities or work areas.,1
4.A.3.a.1.I03.D10,Maintain clean work areas.,1
4.A.3.a.1.I03.D11,Clean building walls or flooring.,1
4.A.3.a.1.I03.D12,Clean facilities or sites.,1
4.A.3.a.1.I03.D13,Clean work sites.,1
4.A.3.a.1.I03.D14,Clean machinery or equipment.,2
4.A.3.a.1.I03.D15,Clean tools or equipment.,1
4.A.3.a.1.I03.D16,"Clean equipment, parts, or tools to repair or maintain them in good working order.",2
4.A.3.a.1.I03.D17,Decontaminate equipment or sites to remove hazardous or toxic substances.,2
4.A.3.a.1.I03.D18,Perform housekeeping duties.,2
4.A.3.a.1.I03.D19,Clean equipment or facilities.,1
4.A.3.a.1.I03.D20,Clean surfaces in preparation for work activities.,1
4.A.3.a.1.I03.D21,Clean production equipment.,2
4.A.3.a.1.I03.D23,Clean food service areas.,1
4.A.3.a.1.I03.D24,Remove snow.,1
4.A.3.a.1.I03.D25,Clean vehicles or vehicle components.,1
4.A.3.a.1.I04.D01,Protect structures or surfaces near work areas to avoid damage.,2
4.A.3.a.1.I04.D02,Apply protective coverings to objects or surfaces near work areas.,2
4.A.3.a.1.I05.D01,Dispose of biomedical waste in accordance with standards.,2
4.A.3.a.1.I05.D02,Dispose of hazardous materials.,2
4.A.3.a.1.I05.D03,Remove debris from work sites.,1
4.A.3.a.1.I05.D04,Remove trash.,1
4.A.3.a.1.I05.D05,"Remove worn, damaged or outdated materials from work areas.",1
4.A.3.a.1.I05.D06,Remove debris or vegetation from work sites.,1
4.A.3.a.1.I05.D07,Dispose of trash or waste materials.,1
4.A.3.a.1.I05.D08,Remove excess materials from finished construction projects.,1
4.A.3.a.1.I05.D09,Remove debris or damaged materials.,1
4.A.3.a.1.I06.D01,"Load shipments, belongings, or materials.",1
4.A.3.a.1.I06.D02,Load materials into equipment for processing.,2
4.A.3.a.1.I06.D03,Load or unload materials used in construction or extraction.,1
4.A.3.a.1.I06.D04,Place materials into molds.,2
4.A.3.a.1.I06.D05,Load materials into construction equipment.,1
4.A.3.a.1.I06.D06,Load materials or equipment.,1
4.A.3.a.1.I06.D07,Load agricultural or forestry products for shipment.,1
4.A.3.a.1.I06.D08,Stack finished items for further processing or shipment.,1
4.A.3.a.1.I06.D09,Secure cargo.,2
4.A.3.a.1.I06.D10,Load materials into production equipment.,2
4.A.3.a.1.I06.D11,Unload materials or equipment.,1
4.A.3.a.1.I06.D12,Load items into ovens or furnaces.,1
4.A.3.a.1.I07.D01,Dig holes or trenches.,1
4.A.3.a.1.I07.D02,Prepare surfaces for finishing.,2
4.A.3.a.1.I07.D03,Pour materials into or on designated areas.,2
4.A.3.a.1.I07.D04,Shovel materials.,1
4.A.3.a.1.I07.D05,"Spread sand, dirt or other loose materials onto surfaces.",1
4.A.3.a.1.I07.D06,Apply adhesives to construction materials.,2
4.A.3.a.1.I07.D07,Assist skilled construction or extraction personnel.,2
4.A.3.a.1.I07.D08,Compact materials to create level bases.,1
4.A.3.a.1.I07.D09,Spread concrete or other aggregate mixtures.,1
4.A.3.a.1.I07.D10,Finish concrete surfaces.,2
4.A.3.a.1.I08.D01,Operate garment treatment equipment.,2
4.A.3.a.1.I08.D02,Clean fabrics or apparel.,1
4.A.3.a.1.I08.D03,Clean tableware.,1
4.A.3.a.1.I08.D04,Apply water or solutions to fabrics or apparel.,2
4.A.3.a.1.I08.D05,Clean workpieces or finished products.,1
4.A.3.a.1.I08.D06,Clean objects.,1
4.A.3.a.1.I08.D07,Clean materials to prepare them for production.,1
4.A.3.a.1.I09.D01,Sterilize medical equipment or instruments.,2
4.A.3.a.1.I09.D02,Clean medical equipment.,1
4.A.3.a.1.I09.D03,Clean medical equipment or facilities.,2
4.A.3.a.1.I10.D01,Transport biological or other medical materials.,2
4.A.3.a.1.I10.D02,"Move equipment, supplies or food to required locations.",1
4.A.3.a.1.I10.D03,"Transport animals, crops, or equipment.",1
4.A.3.a.1.I10.D04,"Move materials, equipment, or supplies.",2
4.A.3.a.1.I10.D05,Deliver items.,1
4.A.3.a.1.I10.D06,Move large objects using heavy equipment.,2
4.A.3.a.1.I10.D07,Handle caskets.,2
4.A.3.a.1.I10.D08,Move furniture.,1
4.A.3.a.1.I10.D09,Handle luggage or other possessions for patrons.,1
4.A.3.a.1.I10.D10,Move construction or extraction materials to locations where they are needed.,1
4.A.3.a.1.I10.D11,"Move products, materials, or equipment between work areas.",2
4.A.3.a.1.I11.D01,Use weapons or physical force to maintain security.,2
4.A.3.a.1.I11.D02,Block physical access to restricted areas.,2
4.A.3.a.1.I11.D03,"Provide security escorts for officials, jury members, or other individuals.",2
4.A.3.a.1.I11.D04,Detain suspects or witnesses.,1
4.A.3.a.1.I11.D05,Maintain public order or security.,1
4.A.3.a.1.I11.D06,Guard facilities.,2
4.A.3.a.1.I11.D07,Maintain security.,2
4.A.3.a.1.I11.D08,Apprehend criminal suspects.,1
4.A.3.a.1.I11.D09,Confiscate prohibited or dangerous items.,2
4.A.3.a.1.I11.D10,Enforce rules or regulations.,2
4.A.3.a.1.I11.D11,Search individuals for illegal or dangerous items.,1
4.A.3.a.1.I11.D12,Prevent unauthorized individuals from entering restricted areas.,2
4.A.3.a.1.I11.D13,Maintain safety.,2
4.A.3.a.1.I12.D01,Guide patrons on tours.,2
4.A.3.a.1.I12.D02,Provide escort or transportation.,2
4.A.3.a.1.I12.D03,Usher patrons to seats or exits.,1
4.A.3.a.1.I12.D04,Accompany patients or clients on outings to provide assistance.,2
4.A.3.a.1.I12.D05,"Escort prisoners to courtrooms, prisons, or other facilities.",1
4.A.3.a.1.I12.D06,Accompany individuals or groups to activities.,2
4.A.3.a.1.I13.D01,Transport clients to appointments.,1
4.A.3.a.1.I13.D02,Move patients to or from treatment areas.,2
4.A.3.a.1.I14.D01,Climb ladders or vehicles to perform duties.,1
4.A.3.a.1.I14.D02,Climb equipment or structures to access work areas.,1
4.A.3.a.1.I15.D01,Arrange tables or dining areas.,1
4.A.3.a.1.I15.D02,Serve food or beverages.,1
4.A.3.a.1.I15.D03,Collect dirty dishes or other tableware.,1
4.A.3.a.1.I16.D01,Participate in athletic events.,1
4.A.3.a.1.I16.D02,Participate in physical training to maintain fitness.,1
4.A.3.a.1.I16.D03,Practice athletic or artistic skills.,1
4.A.3.a.1.I17.D01,Harvest agricultural products.,1
4.A.3.a.1.I17.D02,"Perform manual agricultural, aquacultural, or horticultural tasks.",2
4.A.3.a.1.I17.D03,"Cultivate lawns, turf, or gardens.",1
4.A.3.a.1.I17.D04,Prepare land for agricultural use.,1
4.A.3.a.1.I17.D05,Plant greenery to improve landscape appearance.,1
4.A.3.a.1.I17.D06,"Plant crops, trees, or other plants.",1
4.A.3.a.1.I17.D07,Cultivate land.,1
4.A.3.a.1.I17.D08,"Irrigate lawns, trees, or plants.",1
4.A.3.a.2.I01.D01,Install carpet or flooring.,2
4.A.3.a.2.I01.D02,Install insulation in equipment or structures.,2
4.A.3.a.2.I01.D03,Install masonry materials.,1
4.A.3.a.2.I01.D04,Assemble structural components.,2
4.A.3.a.2.I01.D05,Install fencing or other barriers.,2
4.A.3.a.2.I01.D06,Install metal structural components.,2
4.A.3.a.2.I01.D07,Install structural foundations.,2
4.A.3.a.2.I01.D08,Assemble temporary equipment or structures.,2
4.A.3.a.2.I01.D09,Build agricultural structures.,2
4.A.3.a.2.I01.D10,Install safety or support equipment.,2
4.A.3.a.2.I01.D11,Install trim or paneling.,2
4.A.3.a.2.I01.D12,Assemble metal structures.,2
4.A.3.a.2.I01.D13,Install building fixtures.,2
4.A.3.a.2.I01.D14,Install doors or windows.,2
4.A.3.a.2.I01.D15,Install roofing materials.,1
4.A.3.a.2.I01.D16,Construct exhibits or parts of exhibits.,2
4.A.3.a.2.I01.D17,Install wooden structural components.,2
4.A.3.a.2.I01.D18,Install equipment to protect or support trees.,2
4.A.3.a.2.I01.D19,Install hardware or other interior fixtures.,2
4.A.3.a.2.I01.D20,"Install green structural components, equipment or systems.",2
4.A.3.a.2.I01.D21,Install prefabricated or manufactured structures.,2
4.A.3.a.2.I02.D01,Collect samples for analysis or testing.,2
4.A.3.a.2.I02.D02,Collect samples of raw materials or finished products.,2
4.A.3.a.2.I02.D03,Collect samples of materials or products for testing.,2
4.A.3.a.2.I03.D01,Cut cooked or raw foods.,1
4.A.3.a.2.I03.D02,Prepare foods for cooking or serving.,1
4.A.3.a.2.I03.D03,Prepare meat products for sale or consumption.,2
4.A.3.a.2.I03.D04,Add garnishes to food.,1
4.A.3.a.2.I03.D05,Assist chefs or caterers with food or drink preparation.,2
4.A.3.a.2.I03.D06,Prepare hot or cold beverages.,1
4.A.3.a.2.I03.D07,Cook foods.,1
4.A.3.a.2.I03.D08,Arrange food for serving.,1
4.A.3.a.2.I03.D09,Prepare breads or doughs.,2
4.A.3.a.2.I03.D10,Cut meat products.,1
4.A.3.a.2.I03.D11,Prepare foods or meals.,2
4.A.3.a.2.I04.D01,"Install parts, assemblies, or attachments in transportation or material handling equipment.",2
4.A.3.a.2.I04.D02,Assemble equipment or components.,2
4.A.3.a.2.I04.D03,Reassemble equipment after repair.,2
4.A.3.a.2.I04.D04,Assemble precision electronics or optical equipment.,3
4.A.3.a.2.I04.D05,"Assemble machine tools, parts, or fixtures.",2
4.A.3.a.2.I04.D06,Assemble electromechanical or hydraulic systems.,2
4.A.3.a.2.I04.D07,Install vehicle parts or accessories.,2
4.A.3.a.2.I04.D08,Install machine or equipment replacement parts.,2
4.A.3.a.2.I04.D09,Bolt objects into place.,1
4.A.3.a.2.I04.D10,Assemble products or production equipment.,2
4.A.3.a.2.I04.D11,Assemble electrical or electronic equipment.,2
4.A.3.a.2.I04.D12,Assemble mechanical components or machine parts.,2
4.A.3.a.2.I04.D13,Install gauges or controls.,2
4.A.3.a.2.I04.D14,"Assemble electrical components, subsystems, or systems.",2
4.A.3.a.2.I05.D01,Sew clothing or other articles.,2
4.A.3.a.2.I05.D02,Sew materials.,2
4.A.3.a.2.I05.D03,Repair textiles or apparel.,2
4.A.3.a.2.I05.D04,Operate sewing equipment.,2
4.A.3.a.2.I06.D01,Feed materials or products into or through equipment.,2
4.A.3.a.2.I06.D02,Mount attachments or tools onto production equipment.,2
4.A.3.a.2.I06.D03,Mount materials or workpieces onto production equipment.,2
4.A.3.a.2.I06.D04,Maneuver workpieces in equipment during production.,2
4.A.3.a.2.I06.D05,Adjust fabrics or other materials during garment production.,2
4.A.3.a.2.I06.D06,Position raw materials on processing or production equipment.,2
4.A.3.a.2.I07.D01,Reshape metal workpieces to established specifications.,2
4.A.3.a.2.I07.D02,Shape clay or dough to create products.,1
4.A.3.a.2.I07.D03,Shape glass or similar materials.,2
4.A.3.a.2.I07.D04,Reshape small metal components for precision assembly.,2
4.A.3.a.2.I07.D05,Shape metal workpieces with hammers or other small hand tools.,2
4.A.3.a.2.I07.D06,Shape surfaces or edges of wood workpieces.,2
4.A.3.a.2.I08.D01,"Arrange artwork, products, or props.",2
4.A.3.a.2.I08.D02,Set up merchandise displays.,2
4.A.3.a.2.I08.D03,"Prepare materials for preservation, storage, or display.",2
4.A.3.a.2.I08.D04,Decorate indoor or outdoor spaces.,2
4.A.3.a.2.I08.D05,Arrange items for use or display.,2
4.A.3.a.2.I09.D01,Adjust tuning or functioning of musical instruments.,2
4.A.3.a.2.I09.D02,Adjust equipment controls to regulate gas flow.,2
4.A.3.a.2.I09.D03,Adjust equipment controls to regulate flow of production materials or products.,3
4.A.3.a.2.I09.D04,Calibrate scientific or technical equipment.,2
4.A.3.a.2.I09.D05,Adjust equipment to ensure optimal performance.,3
4.A.3.a.2.I09.D06,Calibrate equipment to specifications.,2
4.A.3.a.2.I09.D07,Adjust temperature controls of ovens or other heating equipment.,2
4.A.3.a.2.I09.D08,Set equipment controls to meet cutting specifications.,3
4.A.3.a.2.I09.D09,Adjust settings or positions of medical equipment.,2
4.A.3.a.2.I09.D10,Adjust office equipment to ensure proper operation.,2
4.A.3.a.2.I09.D11,Adjust the tension of nuts or bolts.,1
4.A.3.a.2.I09.D12,Adjust equipment controls to regulate coolant flow.,2
4.A.3.a.2.I09.D13,"Adjust equipment controls to regulate flow of water, cleaning solutions, or other liquids.",2
4.A.3.a.2.I09.D14,Adjust flow of electricity to tools or production equipment.,3
4.A.3.a.2.I09.D15,Adjust vehicle components according to specifications.,2
4.A.3.a.2.I09.D16,Control power supply connections.,2
4.A.3.a.2.I09.D17,Adjust building climate control systems.,3
4.A.3.a.2.I10.D01,Train animals.,2
4.A.3.a.2.I11.D01,Prepare medical supplies or equipment for use.,2
4.A.3.a.2.I11.D02,Prepare medical instruments or equipment for use.,2
4.A.3.a.2.I11.D03,Prepare patient treatment areas for use.,2
4.A.3.a.2.I12.D01,Cut openings in existing structures.,2
4.A.3.a.2.I12.D02,Trim excess material from workpieces.,2
4.A.3.a.2.I12.D03,Cut materials according to specifications or needs.,2
4.A.3.a.2.I12.D04,Cut industrial materials in preparation for fabrication or processing.,2
4.A.3.a.2.I12.D05,"Cut tile, stone, or other masonry materials.",1
4.A.3.a.2.I12.D06,Cut metal components for installation.,2
4.A.3.a.2.I12.D07,Cut wood components for installation.,2
4.A.3.a.2.I12.D08,Cut fabrics.,1
4.A.3.a.2.I12.D09,Trim excess material from installations.,2
4.A.3.a.2.I12.D10,Cut glass.,2
4.A.3.a.2.I12.D11,"Cut carpet, vinyl or other flexible materials.",2
4.A.3.a.2.I13.D01,Prepare explosives for detonation.,3
4.A.3.a.2.I13.D02,Immerse objects or workpieces in cleaning or coating solutions.,2
4.A.3.a.2.I13.D03,Prepare excavation or extraction sites for commissioning or decommissioning.,3
4.A.3.a.2.I13.D04,Prepare hazardous waste for processing or disposal.,2
4.A.3.a.2.I13.D05,Heat material or workpieces to prepare for or complete production.,2
4.A.3.a.2.I13.D06,"Melt metal, plastic, or other materials to prepare for production.",2
4.A.3.a.2.I13.D07,Prepare fabrics or materials for processing or production.,2
4.A.3.a.2.I13.D08,"Prepare biological feedstock for physical, chemical, or biological processing.",2
4.A.3.a.2.I13.D09,Prepare materials for processing.,2
4.A.3.a.2.I13.D10,Skim impurities from molten metal.,2
4.A.3.a.2.I13.D11,Ignite fuel to activate heating equipment.,2
4.A.3.a.2.I14.D01,Cut trees or logs.,1
4.A.3.a.2.I14.D02,Trim trees or other vegetation.,1
4.A.3.a.2.I15.D01,Grind parts to required dimensions.,2
4.A.3.a.2.I15.D02,"Remove dents from equipment, materials, tools or structures.",2
4.A.3.a.2.I15.D03,Smooth surfaces of objects or equipment.,1
4.A.3.a.2.I15.D04,"Polish materials, workpieces, or finished products.",1
4.A.3.a.2.I15.D05,Smooth metal surfaces or edges.,1
4.A.3.a.2.I15.D06,Smooth surfaces with abrasive materials or tools.,1
4.A.3.a.2.I16.D01,"Install energy-efficient heating, ventilation, or air conditioning (HVAC) equipment.",2
4.A.3.a.2.I16.D02,Install solar energy systems.,2
4.A.3.a.2.I16.D03,"Install heating, ventilation, or air conditioning (HVAC) equipment.",2
4.A.3.a.2.I17.D01,Cast molds of patient anatomies to create medical or dental devices.,3
4.A.3.a.2.I17.D02,Make patient-assistive devices or device models.,2
4.A.3.a.2.I17.D03,Fabricate medical devices.,3
4.A.3.a.2.I17.D04,Construct customized assistive medical or dental devices.,3
4.A.3.a.2.I18.D01,Direct vehicle traffic.,1
4.A.3.a.2.I19.D01,Remove parts or components from vehicles.,2
4.A.3.a.2.I19.D02,Disassemble equipment for maintenance or repair.,2
4.A.3.a.2.I19.D03,Disassemble equipment to inspect for deficiencies.,2
4.A.3.a.2.I19.D04,"Remove accessories, tools, or other parts from equipment.",2
4.A.3.a.2.I19.D05,Dismantle equipment or temporary structures.,2
4.A.3.a.2.I19.D06,Remove parts or components from equipment.,2
4.A.3.a.2.I19.D07,Dismantle heavy equipment or machinery.,2
4.A.3.a.2.I19.D08,Disable door locks.,2
4.A.3.a.2.I20.D01,"Install electrical components, equipment, or systems.",2
4.A.3.a.2.I20.D02,Install drilling equipment.,2
4.A.3.a.2.I20.D03,Install audio or communications equipment.,2
4.A.3.a.2.I20.D04,Install production equipment or systems.,3
4.A.3.a.2.I20.D05,Install instrumentation or electronic equipment or systems.,2
4.A.3.a.2.I20.D06,Install metering equipment.,2
4.A.3.a.2.I20.D07,Install home appliances.,1
4.A.3.a.2.I21.D01,"Treat nails by shaping, decorating, or augmenting.",2
4.A.3.a.2.I21.D02,"Apply cleansing or conditioning agents to client hair, scalp, or skin.",2
4.A.3.a.2.I21.D03,Apply solutions to hair for therapeutic or cosmetic purposes.,2
4.A.3.a.2.I21.D04,Apply makeup to alter or enhance appearance.,1
4.A.3.a.2.I22.D01,Adjust position of molds during processing.,2
4.A.3.a.2.I22.D02,Position safety or support equipment.,2
4.A.3.a.2.I22.D03,Position animal trapping or capture equipment.,2
4.A.3.a.2.I22.D04,Position construction forms or molds.,2
4.A.3.a.2.I22.D05,Position construction or extraction equipment.,2
4.A.3.a.2.I22.D06,"Position equipment using hand tools, power tools, or heavy equipment.",2
4.A.3.a.2.I22.D07,"Position patterns on equipment, materials, or workpieces.",2
4.A.3.a.2.I22.D08,Level machines or equipment.,2
4.A.3.a.2.I22.D09,Position containers to receive materials or workpieces.,1
4.A.3.a.2.I22.D10,Position material handling equipment.,2
4.A.3.a.2.I22.D11,Position hand tools.,1
4.A.3.a.2.I23.D01,"Secure watercraft to docks, wharves or other vessels.",2
4.A.3.a.2.I24.D01,Adjust prostheses or other assistive devices.,2
4.A.3.a.2.I24.D02,Adjust dental devices or appliances to ensure fit.,2
4.A.3.a.2.I25.D01,"Engrave designs, text, or other markings onto materials, workpieces, or products.",2
4.A.3.a.2.I26.D01,Embalm corpses.,2
4.A.3.a.2.I27.D01,Fabricate devices or components.,2
4.A.3.a.2.I27.D02,Fabricate parts or components.,2
4.A.3.a.2.I27.D03,Fabricate products or components using machine tools.,2
4.A.3.a.2.I28.D01,Attach decorative or functional accessories to products.,2
4.A.3.a.2.I28.D02,"Construct distinctive physical objects for artistic, functional, or commercial purposes.",2
4.A.3.a.2.I29.D01,Slaughter animals.,1
4.A.3.a.2.I29.D02,Remove skin or other body parts from animals.,2
4.A.3.a.2.I29.D03,Process animal carcasses.,2
4.A.3.a.2.I30.D01,Drill holes in earth or rock.,2
4.A.3.a.2.I30.D02,Drill holes in construction materials.,1
4.A.3.a.2.I30.D03,"Drill holes in parts, equipment, or materials.",2
4.A.3.a.2.I31.D01,Groom wigs or hairpieces.,1
4.A.3.a.2.I31.D02,Trim client hair.,1
4.A.3.a.2.I32.D01,Set up classroom materials or equipment.,2
4.A.3.a.2.I32.D02,Arrange childcare or educational settings to ensure physical safety of children.,2
4.A.3.a.2.I32.D03,Display student work.,1
4.A.3.a.2.I33.D01,Treat facilities to eliminate pests.,2
4.A.3.a.2.I33.D02,Paint surfaces or equipment.,1
4.A.3.a.2.I33.D03,Apply paint to surfaces.,1
4.A.3.a.2.I33.D04,Refinish wood or metal surfaces.,1
4.A.3.a.2.I33.D05,Apply chemical solutions to plants to protect against disease or insects or to enhance growth.,2
4.A.3.a.2.I33.D06,Apply protective or decorative finishes to workpieces or products.,2
4.A.3.a.2.I33.D07,Treat greenery or surfaces with protective substances.,2
4.A.3.a.2.I33.D08,Apply solutions to production equipment.,3
4.A.3.a.2.I33.D09,Apply sealants or other protective coatings.,2
4.A.3.a.2.I34.D01,Connect hoses to equipment or machinery.,2
4.A.3.a.2.I34.D02,Rewire electrical or electronic systems.,2
4.A.3.a.2.I34.D03,Connect hoses to equipment or piping.,2
4.A.3.a.2.I34.D04,Lay cables to connect equipment.,2
4.A.3.a.2.I34.D05,Thread wire or cable through ducts or conduits.,1
4.A.3.a.2.I34.D06,Run wiring to connect equipment.,2
4.A.3.a.2.I34.D07,Connect electrical components or equipment.,2
4.A.3.a.2.I34.D08,Connect supply lines to production equipment or tools.,2
4.A.3.a.2.I34.D09,Connect cables or electrical lines.,2
4.A.3.a.2.I35.D01,Solder parts or workpieces.,2
4.A.3.a.2.I35.D02,Weld metal components.,2
4.A.3.a.2.I35.D03,Solder parts or connections between parts.,2
4.A.3.a.2.I35.D04,Braze metal parts or components.,2
4.A.3.a.2.I35.D05,Operate welding equipment.,2
4.A.3.a.2.I35.D06,Rivet metal components.,2
4.A.3.a.2.I36.D01,"Build models, patterns, or templates.",2
4.A.3.a.2.I36.D02,Assemble garments or textile products.,2
4.A.3.a.2.I36.D03,Build production molds.,3
4.A.3.a.2.I36.D04,Assemble wood products.,2
4.A.3.a.2.I36.D05,Build construction forms or molds.,2
4.A.3.a.2.I36.D06,Assemble tires.,2
4.A.3.a.2.I36.D07,"Construct patterns, templates, or other work aids.",2
4.A.3.a.2.I36.D08,Assemble metal or plastic parts or products.,2
4.A.3.a.2.I37.D01,Stock products or parts.,1
4.A.3.a.2.I37.D02,Stock medical or patient care supplies.,2
4.A.3.a.2.I37.D03,Store records or related materials.,2
4.A.3.a.2.I37.D04,Store supplies or goods in kitchens or storage areas.,1
4.A.3.a.2.I37.D05,Stock serving stations or dining areas with food or supplies.,1
4.A.3.a.2.I37.D06,Stock supplies or merchandise.,1
4.A.3.a.2.I37.D07,Store items.,2
4.A.3.a.2.I38.D01,Collect biological specimens from patients.,2
4.A.3.a.2.I38.D02,Collect biological specimens.,2
4.A.3.a.2.I38.D03,Collect geographical or geological field data.,2
4.A.3.a.2.I38.D04,Collect geological samples.,2
4.A.3.a.2.I38.D05,Collect environmental data or samples.,2
4.A.3.a.2.I39.D01,Apply mortar.,1
4.A.3.a.2.I39.D02,Seal gaps or cracks to prevent leakage or moisture intrusion.,1
4.A.3.a.2.I39.D03,"Fill cracks, imperfections, or holes in products or workpieces.",1
4.A.3.a.2.I39.D04,Apply material to fill gaps in surfaces.,1
4.A.3.a.2.I40.D01,Apply parting agents or other solutions to molds.,2
4.A.3.a.2.I40.D02,Remove workpieces from molds.,2
4.A.3.a.2.I40.D03,Remove products or workpieces from production equipment.,1
4.A.3.a.2.I41.D01,Align equipment or machinery.,2
4.A.3.a.2.I41.D02,Lay out parts to prepare for assembly.,2
4.A.3.a.2.I41.D03,Position structural components.,2
4.A.3.a.2.I41.D04,Align parts or workpieces to ensure proper assembly.,2
4.A.3.a.2.I41.D05,Mark reference points on construction materials.,2
4.A.3.a.2.I41.D06,Lay out work according to specifications.,2
4.A.3.a.2.I41.D07,Align masonry materials.,1
4.A.3.a.2.I41.D08,Draw guide lines or markings on materials or workpieces using patterns or other references.,2
4.A.3.a.2.I42.D01,Package agricultural products for shipment or further processing.,2
4.A.3.a.2.I42.D02,Package products for storage or shipment.,1
4.A.3.a.2.I42.D03,Package food or supplies.,1
4.A.3.a.2.I42.D04,Package materials for transport.,1
4.A.3.a.2.I42.D05,Package materials or products.,1
4.A.3.a.2.I42.D06,Package objects for shipping.,1
4.A.3.a.2.I43.D01,Install green plumbing or water handling systems.,2
4.A.3.a.2.I43.D02,Install piping for installation or maintenance activities.,2
4.A.3.a.2.I43.D03,Install plumbing or piping.,2
4.A.3.a.2.I44.D01,Locate animals for fishing or hunting purposes.,2
4.A.3.a.2.I44.D02,Capture or kill animals.,1
4.A.3.a.2.I45.D01,Apply decorative masonry finishes.,2
4.A.3.a.2.I45.D02,"Apply finishes to artwork, crafts, or displays.",2
4.A.3.a.2.I45.D03,Apply decorative or textured finishes or coverings.,2
4.A.3.a.2.I45.D04,Apply decorative coloring to photographs or printed materials.,2
4.A.3.a.2.I46.D01,Install equipment attachments or components.,2
4.A.3.a.2.I46.D02,"Set up material handling gear or equipment, such as rigging, packaging, or temporary structures.",2
4.A.3.a.2.I46.D03,Attach rigging to objects so they can be moved.,2
4.A.3.a.2.I46.D04,Prepare film for distribution or use.,2
4.A.3.a.2.I46.D05,"Set equipment guides, stops, spacers, or other fixtures.",2
4.A.3.a.2.I46.D06,Set up still or video cameras or related equipment.,2
4.A.3.a.2.I46.D07,Prepare hoses or water supplies to fight fires.,2
4.A.3.a.2.I46.D08,Install mechanical components in production equipment.,2
4.A.3.a.2.I46.D09,Attach equipment extensions or accessories.,2
4.A.3.a.2.I46.D10,Set up laboratory or field equipment.,2
4.A.3.a.2.I46.D11,Set up mechanical equipment.,2
4.A.3.a.2.I46.D12,Set up production or processing equipment.,3
4.A.3.a.2.I47.D01,"Cultivate micro-organisms for study, testing, or medical preparations.",2
4.A.3.a.2.I47.D02,Prepare biological specimens for laboratory analysis.,2
4.A.3.a.2.I47.D03,Prepare biological samples for testing or analysis.,2
4.A.3.a.2.I47.D04,Prepare compounds or solutions for products or testing.,2
4.A.3.a.2.I47.D05,Prepare products for testing.,2
4.A.3.a.3.I01.D01,Operate office equipment.,1
4.A.3.a.3.I02.D01,Operate pumping systems or equipment.,2
4.A.3.a.3.I02.D02,Operate pumps or compressors.,2
4.A.3.a.3.I02.D03,Control pumps or pumping equipment.,2
4.A.3.a.3.I03.D01,Operate drilling equipment.,2
4.A.3.a.3.I03.D02,Operate heavy-duty construction or installation equipment.,2
4.A.3.a.3.I03.D03,Operate mining equipment.,2
4.A.3.a.3.I03.D04,Operate excavation equipment.,2
4.A.3.a.3.I03.D05,"Break up rock, asphalt, or concrete.",1
4.A.3.a.3.I03.D06,Operate road-surfacing equipment.,2
4.A.3.a.3.I03.D07,Operate equipment or vehicles to clear construction sites or move materials.,2
4.A.3.a.3.I03.D08,Operate detonation equipment.,3
4.A.3.a.3.I04.D01,Process x-rays or other medical images.,2
4.A.3.a.3.I04.D02,Create advanced digital images of patients using computer imaging systems.,3
4.A.3.a.3.I04.D03,Operate diagnostic or therapeutic medical instruments or equipment.,2
4.A.3.a.3.I04.D04,Operate diagnostic imaging equipment.,2
4.A.3.a.3.I04.D05,Operate medical equipment.,2
4.A.3.a.3.I05.D01,"Operate control consoles for sound, lighting or video.",2
4.A.3.a.3.I05.D02,Operate surveillance equipment to detect suspicious or illegal activities.,2
4.A.3.a.3.I05.D03,Operate audiovisual equipment.,2
4.A.3.a.3.I05.D04,Operate still or video cameras or related equipment.,2
4.A.3.a.3.I05.D05,Operate audio-visual equipment.,2
4.A.3.a.3.I05.D06,Operate audio recording equipment.,2
4.A.3.a.3.I06.D01,Operate chemical processing or water treatment systems or equipment.,3
4.A.3.a.3.I06.D02,Operate painting or coating equipment.,2
4.A.3.a.3.I06.D03,Operate recycling equipment.,2
4.A.3.a.3.I06.D04,Operate packing or other material processing equipment.,2
4.A.3.a.3.I06.D05,"Smooth garments with irons, presses, or steamers.",1
4.A.3.a.3.I06.D06,"Operate cooking, baking, or other food preparation equipment.",2
4.A.3.a.3.I06.D07,Operate heating or drying equipment.,2
4.A.3.a.3.I06.D08,Operate mixing equipment.,2
4.A.3.a.3.I06.D09,Operate conveyors or other industrial material moving equipment.,2
4.A.3.a.3.I06.D10,Operate photographic developing or print production equipment.,2
4.A.3.a.3.I06.D11,Operate equipment to print images or bind printed images together.,2
4.A.3.a.3.I06.D12,Operate metal or plastic forming equipment.,2
4.A.3.a.3.I06.D13,Operate industrial equipment.,2
4.A.3.a.3.I07.D01,Operate energy production equipment.,3
4.A.3.a.3.I07.D02,Operate natural gas generation equipment.,3
4.A.3.a.3.I07.D03,Operate biomass or biofuel production equipment.,3
4.A.3.a.3.I07.D04,Operate green energy production equipment.,2
4.A.3.a.3.I07.D05,Operate energy distribution equipment.,3
4.A.3.a.3.I07.D06,Operate natural gas distribution equipment.,3
4.A.3.a.3.I08.D01,Operate forklifts or other loaders.,2
